customer_id,segment_name,recency,frequency,monetary,R,F,M,RFM_Total,ticket_count,neg_ticket_rate,return_rate,avg_discount,sessions_30d,last_visit_days_ago,campaign_clicks_30d,loyalty_tier,churn_next_60d
CUST01233,Loyal Customers,64,7,6627.36,3,5,5,13,1.0,1.0,0.0,0.2414285714285714,8,5,0,,0
CUST01234,At Risk,115,3,2999.91,2,3,4,9,0.0,0.0,0.0,0.2733333333333334,3,32,1,,1
CUST01235,At Risk,161,5,3111.29,1,4,4,9,0.0,0.0,0.0,0.174,3,26,1,,1
CUST01236,Champions,6,10,5515.45,5,5,5,15,1.0,1.0,0.0,0.31799999999999995,8,0,0,Gold,0
CUST01237,At Risk,103,3,1474.19,2,3,2,7,1.0,1.0,0.0,0.34,1,10,0,,1
CUST01238,Loyal Customers,68,6,4787.57,3,5,5,13,1.0,1.0,0.0,0.2866666666666667,1,14,1,,0
CUST01239,Dormant,193,1,592.44,1,1,1,3,0.0,0.0,0.0,0.2,7,35,0,Silver,0
CUST01240,New Customers,19,1,434.11,5,1,1,7,0.0,0.0,0.0,0.34,10,14,2,,1
CUST01241,New Customers,38,1,185.08,4,1,1,6,0.0,0.0,0.0,0.28,9,15,0,,0
CUST01242,Champions,29,9,10650.67,4,5,5,14,2.0,0.5,0.1111111111111111,0.2677777777777778,0,15,2,Gold,0
CUST01243,Needs Nurturing,74,3,1470.48,3,3,2,8,1.0,1.0,0.0,0.2966666666666667,8,14,0,,1
CUST01244,Champions,34,5,3977.53,4,4,4,12,1.0,1.0,0.0,0.16999999999999998,7,4,0,Gold,0
CUST01245,At Risk,255,2,1283.42,1,2,2,5,0.0,0.0,0.0,0.16499999999999998,2,60,0,,1
CUST01246,High-Value but Unhappy,262,3,2938.8999999999996,1,3,4,8,1.0,1.0,0.0,0.33666666666666667,1,60,3,Silver,0
CUST01247,New Customers,3,1,1439.66,5,1,2,8,1.0,1.0,0.0,0.24,12,0,2,,0
CUST01248,At Risk,103,1,1386.38,2,1,2,5,0.0,0.0,0.0,0.31,5,15,1,,0
CUST01249,Loyal Customers,57,4,2733.47,3,4,4,11,0.0,0.0,0.0,0.2025,12,11,4,Platinum,0
CUST01250,Dormant,175,1,612.27,1,1,1,3,1.0,1.0,0.0,0.34,0,35,2,Silver,0
CUST01251,Loyal Customers,52,11,6352.58,3,5,5,13,4.0,1.0,0.18181818181818182,0.33,3,10,1,,1
CUST01252,Champions,38,4,2575.58,4,4,4,12,0.0,0.0,0.0,0.365,1,18,0,Gold,1
CUST01253,At Risk,99,2,2035.62,2,2,3,7,0.0,0.0,0.0,0.15,13,27,1,,1
CUST01254,Needs Nurturing,76,2,2465.71,3,2,3,8,1.0,1.0,0.0,0.44499999999999995,3,4,0,Silver,0
CUST01255,Needs Nurturing,78,1,2060.75,3,1,3,7,1.0,1.0,0.0,0.11,8,15,0,,0
CUST01256,Dormant,286,1,564.83,1,1,1,3,1.0,1.0,0.0,0.21,3,56,1,,1
CUST01257,Champions,27,5,3430.98,4,4,4,12,2.0,0.5,0.2,0.316,4,4,0,Silver,1
CUST01258,High-Value but Unhappy,250,7,4454.38,1,5,5,11,1.0,1.0,0.0,0.35000000000000003,7,60,0,Silver,1
CUST01259,High-Value but Unhappy,94,6,4645.31,2,5,5,12,3.0,0.6666666666666666,0.3333333333333333,0.3066666666666667,0,10,0,Silver,1
CUST01260,New Customers,9,1,913.67,5,1,2,8,0.0,0.0,0.0,0.02,4,8,0,,0
CUST01261,New Customers,18,1,345.05,5,1,1,7,0.0,0.0,0.0,0.28,1,0,0,Gold,0
CUST01262,Discount Sensitive,25,1,195.09,4,1,1,6,0.0,0.0,0.0,0.57,11,9,2,Silver,1
CUST01263,Champions,32,9,6440.45,4,5,5,14,3.0,0.6666666666666666,0.1111111111111111,0.28444444444444444,5,24,1,Platinum,0
CUST01264,Needs Nurturing,51,2,2890.16,3,2,4,9,0.0,0.0,0.0,0.28,6,16,1,Silver,1
CUST01265,Needs Nurturing,15,2,1398.17,5,2,2,9,0.0,0.0,0.0,0.42000000000000004,12,10,0,Silver,0
CUST01266,Loyal Customers,51,6,4779.33,3,5,5,13,2.0,1.0,0.16666666666666666,0.11,8,17,0,,0
CUST01267,Loyal Customers,58,8,5703.88,3,5,5,13,1.0,1.0,0.0,0.1975,2,26,1,Silver,0
CUST01268,Champions,19,7,6083.44,5,5,5,15,2.0,1.0,0.14285714285714285,0.19,5,2,2,,1
CUST01269,New Customers,57,1,534.09,3,1,1,5,0.0,0.0,0.0,0.08,4,18,1,,0
CUST01270,New Customers,57,1,309.87,3,1,1,5,1.0,1.0,0.0,0.43,4,20,0,,0
CUST01271,New Customers,12,1,529.98,5,1,1,7,0.0,0.0,0.0,0.31,8,5,0,,0
CUST01272,New Customers,44,1,1860.0,4,1,3,8,0.0,0.0,0.0,0.27,1,8,0,,0
CUST01273,At Risk,149,2,1602.01,1,2,3,6,1.0,1.0,0.0,0.315,1,22,0,,1
CUST01274,Champions,25,7,5246.08,4,5,5,14,3.0,0.6666666666666666,0.0,0.3657142857142857,15,0,0,Gold,0
CUST01275,Loyal Customers,34,3,2647.93,4,3,4,11,1.0,0.0,0.0,0.26666666666666666,14,0,2,,0
CUST01276,At Risk,120,4,2151.47,2,4,3,9,1.0,1.0,0.25,0.33,3,22,0,Silver,0
CUST01277,At Risk,99,5,3500.13,2,4,4,10,0.0,0.0,0.0,0.31,6,12,2,,1
CUST01278,Loyal Customers,65,4,2385.52,3,4,3,10,1.0,1.0,0.25,0.25,1,6,0,Silver,0
CUST01279,At Risk,101,1,1494.42,2,1,2,5,1.0,1.0,1.0,0.35,3,31,1,Silver,1
CUST01280,Champions,35,8,8071.46,4,5,5,14,0.0,0.0,0.0,0.3025,5,0,0,Silver,0
CUST01281,At Risk,215,3,1971.02,1,3,3,7,0.0,0.0,0.0,0.3233333333333333,4,43,0,,1
CUST01282,Needs Nurturing,78,1,499.65,3,1,1,5,1.0,0.0,0.0,0.2,5,22,0,Silver,1
CUST01283,Champions,40,10,6697.49,4,5,5,14,3.0,1.0,0.1,0.31999999999999995,7,0,0,,1
CUST01284,High-Value but Unhappy,192,5,4033.89,1,4,5,10,1.0,1.0,0.0,0.336,1,25,0,,1
CUST01285,High-Value but Unhappy,124,8,6478.76,2,5,5,12,1.0,1.0,0.0,0.255,3,36,0,,1
CUST01286,At Risk,226,3,2241.96,1,3,3,7,0.0,0.0,0.0,0.26,2,45,0,Platinum,0
CUST01287,At Risk,89,3,1584.08,2,3,3,8,1.0,0.0,0.0,0.36999999999999994,3,14,0,,0
CUST01288,Dormant,132,1,486.14,2,1,1,4,0.0,0.0,0.0,0.38,0,25,0,,1
CUST01289,New Customers,3,1,742.76,5,1,1,7,0.0,0.0,0.0,0.18,9,7,2,Gold,0
CUST01290,Needs Nurturing,53,2,1164.42,3,2,2,7,0.0,0.0,0.0,0.26,9,15,0,,0
CUST01291,At Risk,193,4,2476.76,1,4,3,8,1.0,1.0,0.25,0.28250000000000003,3,29,0,,0
CUST01292,Needs Nurturing,41,2,2412.52,4,2,3,9,0.0,0.0,0.0,0.155,3,24,0,Silver,0
CUST01293,Champions,15,7,5039.13,5,5,5,15,1.0,1.0,0.0,0.2657142857142857,0,1,0,Gold,0
CUST01294,Discount Sensitive,3,1,750.26,5,1,1,7,0.0,0.0,0.0,0.45,9,0,0,Silver,0
CUST01295,High-Value but Unhappy,121,4,12408.61,2,4,5,11,1.0,1.0,0.25,0.155,11,20,0,Platinum,1
CUST01296,Needs Nurturing,16,2,1024.56,5,2,2,9,0.0,0.0,0.0,0.355,2,15,0,,0
CUST01297,Loyal Customers,2,4,1798.5700000000002,5,4,3,12,2.0,1.0,0.0,0.27,6,4,0,Silver,0
CUST01298,At Risk,329,4,1161.46,1,4,2,7,1.0,1.0,0.25,0.3525,0,60,0,,1
CUST01299,At Risk,171,3,2011.06,1,3,3,7,0.0,0.0,0.0,0.20333333333333337,8,35,0,,1
CUST01300,Champions,46,7,4203.76,4,5,5,14,1.0,0.0,0.0,0.33428571428571424,10,6,0,,0
CUST01301,Loyal Customers,85,4,1662.8999999999999,3,4,3,10,2.0,0.5,0.0,0.38,4,25,0,,1
CUST01302,Champions,1,8,6399.610000000001,5,5,5,15,0.0,0.0,0.0,0.2425,8,0,2,,0
CUST01303,Needs Nurturing,20,2,1442.63,5,2,2,9,2.0,0.5,0.0,0.28,3,0,0,,1
CUST01304,Loyal Customers,27,5,2476.58,4,4,3,11,1.0,1.0,0.0,0.238,8,0,0,Silver,0
CUST01305,Discount Sensitive,50,1,311.4,3,1,1,5,0.0,0.0,0.0,0.45,8,4,0,Silver,1
CUST01306,Loyal Customers,54,6,7388.34,3,5,5,13,1.0,0.0,0.16666666666666666,0.24,2,6,2,,0
CUST01307,At Risk,234,2,1179.22,1,2,2,5,0.0,0.0,0.0,0.22,4,38,2,,1
CUST01308,At Risk,119,3,2085.04,2,3,3,8,0.0,0.0,0.0,0.24666666666666667,5,33,1,Silver,1
CUST01309,Loyal Customers,73,6,3102.24,3,5,4,12,0.0,0.0,0.0,0.4083333333333334,2,5,0,,0
CUST01310,High-Value but Unhappy,139,5,4044.83,2,4,5,11,3.0,0.6666666666666666,0.0,0.266,8,19,1,,0
CUST01311,Champions,43,5,3799.01,4,4,4,12,1.0,1.0,0.0,0.33199999999999996,1,19,0,,0
CUST01312,Champions,14,5,4551.03,5,4,5,14,0.0,0.0,0.0,0.21600000000000003,5,0,0,Silver,0
CUST01313,Champions,4,6,7482.84,5,5,5,15,1.0,0.0,0.0,0.26666666666666666,6,0,0,,0
CUST01314,Champions,1,5,4109.4400000000005,5,4,5,14,2.0,0.5,0.2,0.246,5,0,0,,0
CUST01315,Dormant,222,1,473.31,1,1,1,3,0.0,0.0,0.0,0.29,1,52,0,,1
CUST01316,Needs Nurturing,120,1,407.44,2,1,1,4,1.0,1.0,0.0,0.25,13,14,2,,1
CUST01317,At Risk,256,4,3389.0,1,4,4,9,0.0,0.0,0.0,0.185,1,48,0,Silver,1
CUST01318,At Risk,130,2,911.45,2,2,2,6,0.0,0.0,0.0,0.1,2,24,1,Silver,1
CUST01319,Discount Sensitive,111,1,336.29,2,1,1,4,0.0,0.0,0.0,0.48,10,14,1,,0
CUST01320,At Risk,150,3,1828.6799999999998,1,3,3,7,1.0,1.0,0.3333333333333333,0.18999999999999997,6,40,1,,1
CUST01321,At Risk,99,6,2320.32,2,5,3,10,3.0,1.0,0.16666666666666666,0.3183333333333333,12,17,2,,0
CUST01322,At Risk,96,4,3476.6,2,4,4,10,0.0,0.0,0.0,0.2525,2,20,0,,1
CUST01323,At Risk,276,3,1273.29,1,3,2,6,0.0,0.0,0.0,0.43333333333333335,3,46,0,,1
CUST01324,At Risk,227,1,967.23,1,1,2,4,0.0,0.0,0.0,0.14,1,35,1,,1
CUST01325,High-Value but Unhappy,186,5,5492.81,1,4,5,10,2.0,0.5,0.0,0.22400000000000003,1,43,0,,0
CUST01326,At Risk,131,3,4393.63,2,3,5,10,0.0,0.0,0.0,0.35000000000000003,3,23,0,,1
CUST01327,Loyal Customers,83,5,6114.08,3,4,5,12,0.0,0.0,0.0,0.22799999999999998,10,4,2,,0
CUST01328,Needs Nurturing,54,2,2001.3,3,2,3,8,0.0,0.0,0.0,0.235,5,13,0,Silver,0
CUST01329,Needs Nurturing,61,3,1252.03,3,3,2,8,1.0,1.0,0.3333333333333333,0.2866666666666667,5,9,0,Silver,0
CUST01330,Champions,3,5,5048.89,5,4,5,14,1.0,1.0,0.0,0.22600000000000003,6,2,0,,0
CUST01331,Champions,14,6,5693.12,5,5,5,15,2.0,0.5,0.0,0.2833333333333333,10,0,1,,0
CUST01332,Champions,17,4,3364.3,5,4,4,13,0.0,0.0,0.0,0.28,7,6,0,Gold,0
CUST01333,New Customers,47,1,420.65,3,1,1,5,0.0,0.0,0.0,0.18,2,0,1,,1
CUST01334,At Risk,160,4,2962.17,1,4,4,9,1.0,0.0,0.0,0.1625,1,39,0,,1
CUST01335,Loyal Customers,75,4,3549.84,3,4,4,11,1.0,1.0,0.0,0.24250000000000002,6,0,0,Platinum,0
CUST01336,Needs Nurturing,1,2,910.6700000000001,5,2,2,9,0.0,0.0,0.0,0.22999999999999998,0,0,0,Gold,1
CUST01337,New Customers,49,1,793.95,3,1,2,6,0.0,0.0,0.0,0.32,14,18,1,,0
CUST01338,New Customers,7,1,232.88,5,1,1,7,1.0,1.0,1.0,0.43,14,0,0,,1
CUST01339,Dormant,162,1,450.33,1,1,1,3,1.0,0.0,0.0,0.26,3,37,0,Gold,1
CUST01340,Needs Nurturing,76,1,624.33,3,1,1,5,0.0,0.0,0.0,0.07,5,16,0,,1
CUST01341,New Customers,38,1,395.13,4,1,1,6,0.0,0.0,0.0,0.23,5,26,0,,1
CUST01342,Needs Nurturing,84,3,2125.98,3,3,3,9,0.0,0.0,0.0,0.2966666666666667,10,23,0,,1
CUST01343,Champions,4,6,3668.71,5,5,4,14,1.0,1.0,0.0,0.18666666666666668,3,7,0,,0
CUST01344,At Risk,395,1,1054.04,1,1,2,4,0.0,0.0,0.0,0.28,3,60,0,,1
CUST01345,New Customers,38,1,2465.11,4,1,3,8,0.0,0.0,0.0,0.26,7,3,0,,0
CUST01346,Champions,38,10,6605.54,4,5,5,14,2.0,0.5,0.0,0.363,5,17,1,Silver,0
CUST01347,Needs Nurturing,128,1,316.63,2,1,1,4,0.0,0.0,0.0,0.39,3,27,0,,1
CUST01348,At Risk,140,4,2160.61,2,4,3,9,1.0,1.0,0.25,0.245,3,22,0,Silver,1
CUST01349,Needs Nurturing,83,2,2446.67,3,2,3,8,0.0,0.0,0.0,0.20500000000000002,0,22,2,,0
CUST01350,At Risk,190,2,1242.73,1,2,2,5,1.0,1.0,0.0,0.215,1,26,0,Gold,1
CUST01351,New Customers,30,1,542.87,4,1,1,6,1.0,1.0,1.0,0.42,7,0,0,,1
CUST01352,High-Value but Unhappy,123,7,5877.57,2,5,5,12,2.0,1.0,0.14285714285714285,0.3614285714285714,1,31,0,,1
CUST01353,Needs Nurturing,73,1,597.26,3,1,1,5,1.0,1.0,0.0,0.23,1,19,1,,0
CUST01354,Needs Nurturing,2,2,1041.99,5,2,2,9,1.0,0.0,0.0,0.355,10,0,0,Platinum,0
CUST01355,Needs Nurturing,88,1,547.04,2,1,1,4,0.0,0.0,0.0,0.3,2,28,0,Silver,0
CUST01356,Needs Nurturing,42,2,1149.21,4,2,2,8,1.0,1.0,0.0,0.265,0,17,0,,1
CUST01357,At Risk,126,6,4681.22,2,5,5,12,0.0,0.0,0.0,0.35000000000000003,2,23,0,,1
CUST01358,New Customers,18,1,862.52,5,1,2,8,0.0,0.0,0.0,0.32,14,3,3,,0
CUST01359,High-Value but Unhappy,106,5,3628.17,2,4,4,10,3.0,1.0,0.0,0.274,3,15,1,,1
CUST01360,At Risk,160,8,12310.69,1,5,5,11,2.0,0.0,0.0,0.395,6,35,2,Silver,1
CUST01361,New Customers,5,1,805.77,5,1,2,8,0.0,0.0,0.0,0.21,6,0,0,,0
CUST01362,Loyal Customers,80,4,2803.19,3,4,4,11,2.0,1.0,0.0,0.32,16,6,1,Silver,1
CUST01363,Loyal Customers,83,4,3031.55,3,4,4,11,0.0,0.0,0.0,0.295,7,11,2,Gold,0
CUST01364,At Risk,148,1,1261.0,1,1,2,4,0.0,0.0,0.0,0.2,3,35,0,Silver,1
CUST01365,At Risk,247,2,749.98,1,2,1,4,0.0,0.0,0.0,0.36,1,47,0,,1
CUST01366,High-Value but Unhappy,98,6,3862.08,2,5,4,11,1.0,1.0,0.0,0.4466666666666666,4,30,0,Gold,1
CUST01367,New Customers,56,1,363.62,3,1,1,5,1.0,1.0,0.0,0.23,8,16,1,Silver,1
CUST01368,Dormant,308,1,498.64,1,1,1,3,0.0,0.0,0.0,0.33,8,60,3,,1
CUST01369,New Customers,24,1,477.43,4,1,1,6,1.0,1.0,1.0,0.2,10,11,2,Silver,0
CUST01370,At Risk,161,3,3575.2599999999998,1,3,4,8,0.0,0.0,0.0,0.18333333333333335,2,35,0,,0
CUST01371,Needs Nurturing,8,2,2334.49,5,2,3,10,1.0,1.0,0.0,0.225,6,2,0,,0
CUST01372,Needs Nurturing,71,1,366.8,3,1,1,5,1.0,1.0,1.0,0.1,5,31,0,Silver,1
CUST01373,Discount Sensitive,45,1,291.54,4,1,1,6,0.0,0.0,0.0,0.6,4,10,0,,1
CUST01374,Needs Nurturing,88,1,282.0,2,1,1,4,0.0,0.0,0.0,0.19,5,24,0,,1
CUST01375,Needs Nurturing,64,3,2044.1399999999999,3,3,3,9,0.0,0.0,0.0,0.21,4,27,3,Silver,0
CUST01376,New Customers,34,1,541.57,4,1,1,6,0.0,0.0,0.0,0.02,6,18,0,,0
CUST01377,New Customers,9,1,387.27,5,1,1,7,1.0,1.0,0.0,0.39,10,0,0,,0
CUST01378,Needs Nurturing,117,1,348.74,2,1,1,4,0.0,0.0,0.0,0.16,14,21,0,,1
CUST01379,At Risk,186,1,2392.34,1,1,3,5,0.0,0.0,0.0,0.0,6,40,1,Silver,1
CUST01380,Champions,44,5,2855.06,4,4,4,12,1.0,1.0,0.0,0.316,1,11,1,,0
CUST01381,Champions,2,8,5555.42,5,5,5,15,0.0,0.0,0.0,0.24125000000000002,11,0,3,Gold,0
CUST01382,Loyal Customers,4,3,1589.74,5,3,3,11,1.0,1.0,0.3333333333333333,0.16666666666666666,5,0,1,,1
CUST01383,Loyal Customers,13,4,2106.63,5,4,3,12,1.0,1.0,0.0,0.1975,14,3,0,Silver,0
CUST01384,High-Value but Unhappy,145,6,7520.42,2,5,5,12,2.0,1.0,0.16666666666666666,0.2733333333333334,5,24,0,,1
CUST01385,Champions,0,5,2613.37,5,4,4,13,1.0,1.0,0.2,0.372,10,4,4,,0
CUST01386,Champions,14,6,7173.83,5,5,5,15,4.0,1.0,0.16666666666666666,0.2316666666666667,5,0,0,Gold,0
CUST01387,At Risk,128,7,6963.04,2,5,5,12,0.0,0.0,0.0,0.23,2,30,0,,1
CUST01388,Needs Nurturing,70,2,3498.38,3,2,4,9,0.0,0.0,0.0,0.305,1,11,0,,1
CUST01389,Loyal Customers,70,4,2967.57,3,4,4,11,1.0,1.0,0.0,0.23,5,3,2,,0
CUST01390,Champions,9,4,3249.7799999999997,5,4,4,13,0.0,0.0,0.0,0.1325,11,6,1,,0
CUST01391,At Risk,94,3,3715.46,2,3,4,9,1.0,0.0,0.0,0.16,11,20,1,,0
CUST01392,New Customers,16,1,1415.53,5,1,2,8,0.0,0.0,0.0,0.25,2,3,1,,0
CUST01393,Loyal Customers,85,4,2203.42,3,4,3,10,0.0,0.0,0.0,0.26,0,18,1,,1
CUST01394,Champions,16,5,5665.21,5,4,5,14,0.0,0.0,0.0,0.372,15,6,1,,0
CUST01395,Champions,32,6,6043.93,4,5,5,14,0.0,0.0,0.0,0.3466666666666667,4,9,0,,0
CUST01396,At Risk,127,1,826.44,2,1,2,5,1.0,0.0,0.0,0.35,2,21,0,,1
CUST01397,Champions,4,7,6176.97,5,5,5,15,1.0,1.0,0.0,0.18571428571428572,12,0,0,,0
CUST01398,New Customers,57,1,1672.19,3,1,3,7,1.0,1.0,1.0,0.12,6,0,0,,1
CUST01399,Champions,19,7,4005.24,5,5,4,14,2.0,1.0,0.14285714285714285,0.35428571428571426,10,6,1,Silver,0
CUST01400,At Risk,134,2,863.9,2,2,2,6,0.0,0.0,0.0,0.195,1,38,0,,1
CUST01401,Needs Nurturing,75,2,1991.48,3,2,3,8,0.0,0.0,0.0,0.19,3,23,0,,0
CUST01402,At Risk,254,2,1474.48,1,2,2,5,1.0,1.0,0.0,0.265,0,47,2,,1
CUST01403,At Risk,329,4,2287.41,1,4,3,8,0.0,0.0,0.0,0.14,1,53,0,,1
CUST01404,High-Value but Unhappy,202,9,6788.52,1,5,5,11,2.0,1.0,0.1111111111111111,0.22333333333333336,12,24,1,Gold,1
CUST01405,At Risk,140,3,2413.52,2,3,3,8,0.0,0.0,0.0,0.3133333333333333,2,20,0,Gold,0
CUST01406,At Risk,222,5,5888.31,1,4,5,10,1.0,0.0,0.0,0.21400000000000002,2,46,0,Gold,1
CUST01407,At Risk,139,3,1992.79,2,3,3,8,2.0,1.0,0.0,0.18333333333333335,3,17,0,Silver,1
CUST01408,At Risk,307,2,792.08,1,2,2,5,0.0,0.0,0.0,0.41000000000000003,0,60,0,Silver,1
CUST01409,Champions,26,5,3035.77,4,4,4,12,2.0,1.0,0.2,0.388,1,0,0,Gold,0
CUST01410,At Risk,146,8,6063.07,2,5,5,12,1.0,0.0,0.0,0.3875,11,18,0,,0
CUST01411,High-Value but Unhappy,183,5,3777.5,1,4,4,9,2.0,0.5,0.0,0.398,0,51,0,,0
CUST01412,Needs Nurturing,91,1,348.68,2,1,1,4,0.0,0.0,0.0,0.34,9,9,0,,1
CUST01413,Dormant,234,1,623.43,1,1,1,3,0.0,0.0,0.0,0.2,2,39,0,,1
CUST01414,Champions,30,4,2862.6,4,4,4,12,2.0,1.0,0.0,0.225,10,17,1,Silver,0
CUST01415,New Customers,9,1,509.5,5,1,1,7,0.0,0.0,0.0,0.29,9,0,0,,0
CUST01416,Loyal Customers,50,6,4155.25,3,5,5,13,5.0,0.8,0.5,0.24833333333333332,11,20,2,Gold,0
CUST01417,High-Value but Unhappy,149,7,3650.18,1,5,4,10,2.0,0.5,0.0,0.27714285714285714,3,26,0,,1
CUST01418,At Risk,176,2,1190.06,1,2,2,5,0.0,0.0,0.0,0.42500000000000004,10,35,1,Gold,1
CUST01419,Loyal Customers,41,3,2210.94,4,3,3,10,0.0,0.0,0.0,0.3066666666666667,1,11,0,,0
CUST01420,Loyal Customers,67,4,4338.21,3,4,5,12,1.0,0.0,0.0,0.3225,14,14,1,,0
CUST01421,New Customers,46,1,1155.37,4,1,2,7,1.0,1.0,1.0,0.25,16,30,0,,1
CUST01422,Loyal Customers,58,4,2154.09,3,4,3,10,1.0,1.0,0.25,0.16,3,17,0,Silver,0
CUST01423,Needs Nurturing,41,2,840.3499999999999,4,2,2,8,0.0,0.0,0.0,0.29000000000000004,5,11,0,Silver,0
CUST01424,At Risk,93,1,2318.97,2,1,3,6,0.0,0.0,0.0,0.43,3,24,0,Gold,0
CUST01425,New Customers,48,1,1148.76,3,1,2,6,0.0,0.0,0.0,0.32,3,5,1,Silver,1
CUST01426,New Customers,24,1,872.32,4,1,2,7,0.0,0.0,0.0,0.28,8,0,0,,0
CUST01427,Champions,5,7,4513.07,5,5,5,15,4.0,1.0,0.14285714285714285,0.40857142857142853,11,9,2,Gold,0
CUST01428,New Customers,51,1,888.61,3,1,2,6,1.0,1.0,1.0,0.41,15,13,1,,0
CUST01429,Loyal Customers,53,6,4315.58,3,5,5,13,3.0,1.0,0.16666666666666666,0.38166666666666665,4,3,2,,0
CUST01430,Loyal Customers,5,3,2362.84,5,3,3,11,3.0,0.3333333333333333,0.3333333333333333,0.26666666666666666,11,3,0,Silver,0
CUST01431,Needs Nurturing,12,2,2482.59,5,2,3,10,1.0,1.0,0.5,0.16999999999999998,6,5,1,Silver,1
CUST01432,At Risk,102,3,1075.54,2,3,2,7,1.0,0.0,0.0,0.20666666666666667,2,25,0,,1
CUST01433,At Risk,108,4,2386.67,2,4,3,9,1.0,1.0,0.25,0.37,8,36,0,Gold,1
CUST01434,Champions,5,6,2875.38,5,5,4,14,2.0,1.0,0.16666666666666666,0.45999999999999996,6,4,0,,0
CUST01435,At Risk,186,1,2210.82,1,1,3,5,0.0,0.0,0.0,0.12,0,25,0,Gold,1
CUST01436,Needs Nurturing,20,2,2235.76,5,2,3,10,0.0,0.0,0.0,0.31,18,2,1,Silver,0
CUST01437,High-Value but Unhappy,246,5,4720.65,1,4,5,10,3.0,1.0,0.2,0.196,2,58,0,Silver,1
CUST01438,At Risk,157,2,2087.95,1,2,3,6,0.0,0.0,0.0,0.305,0,36,0,,1
CUST01439,Champions,0,8,8418.470000000001,5,5,5,15,2.0,1.0,0.0,0.21,7,0,0,Silver,0
CUST01440,Champions,6,6,7345.46,5,5,5,15,3.0,1.0,0.3333333333333333,0.25,3,1,0,,0
CUST01441,Dormant,322,1,472.82,1,1,1,3,0.0,0.0,0.0,0.38,1,60,2,,1
CUST01442,High-Value but Unhappy,105,4,3545.52,2,4,4,10,3.0,0.6666666666666666,0.25,0.185,9,18,1,Gold,0
CUST01443,Champions,20,6,5784.09,5,5,5,15,0.0,0.0,0.0,0.22666666666666666,1,9,0,,0
CUST01444,Needs Nurturing,32,2,1096.85,4,2,2,8,0.0,0.0,0.0,0.375,2,3,1,,1
CUST01445,High-Value but Unhappy,115,10,6651.53,2,5,5,12,1.0,1.0,0.1,0.316,2,29,0,,1
CUST01446,At Risk,132,3,2796.4,2,3,4,9,0.0,0.0,0.0,0.11,5,21,0,Gold,1
CUST01447,Champions,18,4,2901.61,5,4,4,13,0.0,0.0,0.0,0.235,13,16,0,Gold,0
CUST01448,At Risk,233,2,1268.95,1,2,2,5,1.0,1.0,0.5,0.325,1,36,0,Silver,1
CUST01449,Needs Nurturing,3,2,874.09,5,2,2,9,1.0,1.0,0.0,0.315,5,0,2,,0
CUST01450,High-Value but Unhappy,126,6,3188.3,2,5,4,11,1.0,1.0,0.16666666666666666,0.2633333333333333,2,33,0,Silver,1
CUST01451,Needs Nurturing,34,2,2411.76,4,2,3,9,1.0,1.0,0.0,0.43,13,7,0,Gold,0
CUST01452,At Risk,116,4,5779.52,2,4,5,11,0.0,0.0,0.0,0.205,10,18,0,Platinum,1
CUST01453,Loyal Customers,82,4,4084.96,3,4,5,12,1.0,0.0,0.0,0.295,7,9,1,,1
CUST01454,Needs Nurturing,70,3,2311.4700000000003,3,3,3,9,1.0,1.0,0.0,0.31666666666666665,2,13,2,,0
CUST01455,At Risk,335,3,1376.1200000000001,1,3,2,6,1.0,0.0,0.0,0.37000000000000005,0,60,0,Gold,1
CUST01456,New Customers,17,1,1158.71,5,1,2,8,1.0,0.0,0.0,0.2,7,0,0,Silver,0
CUST01457,At Risk,248,4,4798.75,1,4,5,10,0.0,0.0,0.0,0.3275,0,46,0,,1
CUST01458,New Customers,52,1,1462.88,3,1,2,6,0.0,0.0,0.0,0.13,1,0,0,Silver,1
CUST01459,Loyal Customers,68,6,4817.95,3,5,5,13,0.0,0.0,0.0,0.15333333333333335,4,18,0,Silver,0
CUST01460,At Risk,128,4,2187.99,2,4,3,9,1.0,0.0,0.0,0.20750000000000002,4,37,0,,1
CUST01461,At Risk,107,3,1996.1999999999998,2,3,3,8,0.0,0.0,0.0,0.24,3,35,0,Silver,0
CUST01462,Needs Nurturing,80,2,635.48,3,2,1,6,0.0,0.0,0.0,0.27,3,13,0,,0
CUST01463,At Risk,356,2,987.71,1,2,2,5,1.0,1.0,0.5,0.3,1,60,0,,1
CUST01464,Needs Nurturing,42,2,1743.4,4,2,3,9,0.0,0.0,0.0,0.25,13,7,3,Gold,0
CUST01465,Needs Nurturing,10,2,670.57,5,2,1,8,0.0,0.0,0.0,0.33499999999999996,16,0,0,,0
CUST01466,Loyal Customers,56,4,2864.6,3,4,4,11,2.0,1.0,0.25,0.21250000000000002,2,4,1,Silver,1
CUST01467,At Risk,89,2,649.13,2,2,1,5,0.0,0.0,0.0,0.29,5,17,0,,1
CUST01468,At Risk,166,1,1034.31,1,1,2,4,0.0,0.0,0.0,0.38,4,20,0,,1
CUST01469,New Customers,44,1,1313.43,4,1,2,7,0.0,0.0,0.0,0.17,0,0,1,Silver,0
CUST01470,High-Value but Unhappy,241,4,2987.34,1,4,4,9,2.0,0.5,0.0,0.325,1,60,0,,1
CUST01471,Loyal Customers,77,6,3471.86,3,5,4,12,3.0,0.6666666666666666,0.0,0.4066666666666667,8,21,0,Silver,1
